Timestamp,single_best_optimization_score,single_best_train_score,single_best_test_score
2022-05-03 13:35:16,0.78,0.0,0.6414666666666667
2022-05-03 13:35:16,0.78,0.0,0.6414666666666667
2022-05-03 13:35:16,0.78,0.0,0.6414666666666667
2022-05-03 13:35:16,0.78,0.0,0.6414666666666667
2022-05-03 13:35:16,0.78,0.0,0.6414666666666667
2022-05-03 13:35:30,0.82,0.0,0.6436833333333334
2022-05-03 13:35:30,0.82,0.0,0.6436833333333334
2022-05-03 13:35:30,0.82,0.0,0.6436833333333334
2022-05-03 13:35:30,0.82,0.0,0.6436833333333334
2022-05-03 13:35:30,0.82,0.0,0.6436833333333334
2022-05-03 13:35:30,0.82,0.0,0.6436833333333334
2022-05-03 13:35:30,0.82,0.0,0.6436833333333334
2022-05-03 13:35:30,0.82,0.0,0.6436833333333334
2022-05-03 13:35:30,0.82,0.0,0.6436833333333334
2022-05-03 13:35:30,0.82,0.0,0.6436833333333334
2022-05-03 13:35:30,0.82,0.0,0.6436833333333334
2022-05-03 13:35:30,0.82,0.0,0.6436833333333334
2022-05-03 13:35:30,0.82,0.0,0.6436833333333334
2022-05-03 13:35:30,0.82,0.0,0.6436833333333334
2022-05-03 13:35:30,0.82,0.0,0.6436833333333334
2022-05-03 13:35:30,0.82,0.0,0.6436833333333334
2022-05-03 13:35:30,0.82,0.0,0.6436833333333334
2022-05-03 13:35:30,0.82,0.0,0.6436833333333334
2022-05-03 13:35:30,0.82,0.0,0.6436833333333334
2022-05-03 13:35:30,0.82,0.0,0.6436833333333334
2022-05-03 13:35:30,0.82,0.0,0.6436833333333334
2022-05-03 13:35:30,0.82,0.0,0.6436833333333334
2022-05-03 13:35:30,0.82,0.0,0.6436833333333334
2022-05-03 13:35:30,0.82,0.0,0.6436833333333334
2022-05-03 13:35:30,0.82,0.0,0.6436833333333334
2022-05-03 13:35:30,0.82,0.0,0.6436833333333334
2022-05-03 13:35:30,0.82,0.0,0.6436833333333334
2022-05-03 13:35:30,0.82,0.0,0.6436833333333334
2022-05-03 13:35:30,0.82,0.0,0.6436833333333334
2022-05-03 13:35:30,0.82,0.0,0.6436833333333334
2022-05-03 13:35:30,0.82,0.0,0.6436833333333334
2022-05-03 13:35:30,0.82,0.0,0.6436833333333334
2022-05-03 13:35:30,0.82,0.0,0.6436833333333334
2022-05-03 13:35:30,0.82,0.0,0.6436833333333334
2022-05-03 13:35:30,0.82,0.0,0.6436833333333334
2022-05-03 13:35:30,0.82,0.0,0.6436833333333334
2022-05-03 13:37:11,1.0,0.0,0.9902
2022-05-03 13:37:11,1.0,0.0,0.9902
2022-05-03 13:37:11,1.0,0.0,0.9902
2022-05-03 13:37:11,1.0,0.0,0.9902
2022-05-03 13:37:11,1.0,0.0,0.9902
2022-05-03 13:37:11,1.0,0.0,0.9902
2022-05-03 13:37:11,1.0,0.0,0.9902
2022-05-03 13:37:11,1.0,0.0,0.9902
2022-05-03 13:37:11,1.0,0.0,0.9902
2022-05-03 13:37:11,1.0,0.0,0.9902
2022-05-03 13:37:11,1.0,0.0,0.9902
2022-05-03 13:37:11,1.0,0.0,0.9902
2022-05-03 13:37:11,1.0,0.0,0.9902
2022-05-03 13:37:11,1.0,0.0,0.9902
2022-05-03 13:37:11,1.0,0.0,0.9902
2022-05-03 13:37:11,1.0,0.0,0.9902
2022-05-03 13:37:11,1.0,0.0,0.9902
2022-05-03 13:37:11,1.0,0.0,0.9902
2022-05-03 13:37:11,1.0,0.0,0.9902
2022-05-03 13:37:11,1.0,0.0,0.9902
2022-05-03 13:37:11,1.0,0.0,0.9902
2022-05-03 13:37:11,1.0,0.0,0.9902
2022-05-03 13:37:11,1.0,0.0,0.9902
2022-05-03 13:37:11,1.0,0.0,0.9902
2022-05-03 13:37:11,1.0,0.0,0.9902
2022-05-03 13:37:11,1.0,0.0,0.9902
2022-05-03 13:37:11,1.0,0.0,0.9902
2022-05-03 13:37:11,1.0,0.0,0.9902
2022-05-03 13:37:11,1.0,0.0,0.9902
2022-05-03 13:37:11,1.0,0.0,0.9902
2022-05-03 13:37:11,1.0,0.0,0.9902
2022-05-03 13:37:11,1.0,0.0,0.9902
2022-05-03 13:37:11,1.0,0.0,0.9902
2022-05-03 13:37:11,1.0,0.0,0.9902
2022-05-03 13:37:11,1.0,0.0,0.9902
2022-05-03 13:37:11,1.0,0.0,0.9902
2022-05-03 13:37:11,1.0,0.0,0.9902
2022-05-03 13:37:11,1.0,0.0,0.9902
2022-05-03 13:37:11,1.0,0.0,0.9902
2022-05-03 13:37:11,1.0,0.0,0.9902
2022-05-03 13:37:11,1.0,0.0,0.9902
2022-05-03 13:37:11,1.0,0.0,0.9902
2022-05-03 13:37:11,1.0,0.0,0.9902
2022-05-03 13:37:11,1.0,0.0,0.9902
2022-05-03 13:37:11,1.0,0.0,0.9902
2022-05-03 13:37:11,1.0,0.0,0.9902
2022-05-03 13:37:11,1.0,0.0,0.9902
2022-05-03 13:37:11,1.0,0.0,0.9902
2022-05-03 13:37:11,1.0,0.0,0.9902
2022-05-03 13:37:11,1.0,0.0,0.9902
2022-05-03 13:37:11,1.0,0.0,0.9902
2022-05-03 13:37:11,1.0,0.0,0.9902
2022-05-03 13:37:11,1.0,0.0,0.9902
2022-05-03 13:37:11,1.0,0.0,0.9902
2022-05-03 13:37:11,1.0,0.0,0.9902
2022-05-03 13:37:11,1.0,0.0,0.9902
2022-05-03 13:37:11,1.0,0.0,0.9902
2022-05-03 13:37:11,1.0,0.0,0.9902
2022-05-03 13:37:11,1.0,0.0,0.9902
2022-05-03 13:37:11,1.0,0.0,0.9902
2022-05-03 13:37:11,1.0,0.0,0.9902
2022-05-03 13:37:11,1.0,0.0,0.9902
2022-05-03 13:37:11,1.0,0.0,0.9902
2022-05-03 13:39:05,1.0,0.0,0.99265
2022-05-03 13:39:05,1.0,0.0,0.99265
2022-05-03 13:39:05,1.0,0.0,0.99265
2022-05-03 13:39:05,1.0,0.0,0.99265
2022-05-03 13:39:05,1.0,0.0,0.99265
2022-05-03 13:39:05,1.0,0.0,0.99265
2022-05-03 13:39:05,1.0,0.0,0.99265
2022-05-03 13:39:05,1.0,0.0,0.99265
2022-05-03 13:39:05,1.0,0.0,0.99265
2022-05-03 13:39:05,1.0,0.0,0.99265
2022-05-03 13:41:06,1.0,0.0,0.99265
2022-05-03 13:41:07,1.0,0.0,0.99265
2022-05-03 13:41:07,1.0,0.0,0.99265
2022-05-03 13:41:07,1.0,0.0,0.99265
2022-05-03 13:41:07,1.0,0.0,0.99265
2022-05-03 13:41:07,1.0,0.0,0.99265
2022-05-03 13:41:07,1.0,0.0,0.99265
2022-05-03 13:41:07,1.0,0.0,0.99265
2022-05-03 13:41:07,1.0,0.0,0.99265
2022-05-03 13:41:07,1.0,0.0,0.99265
2022-05-03 13:41:07,1.0,0.0,0.99265
2022-05-03 13:41:07,1.0,0.0,0.99265
2022-05-03 13:41:07,1.0,0.0,0.99265
2022-05-03 13:41:07,1.0,0.0,0.99265
2022-05-03 13:41:07,1.0,0.0,0.99265
2022-05-03 13:41:07,1.0,0.0,0.99265
2022-05-03 13:41:07,1.0,0.0,0.99265
2022-05-03 13:41:07,1.0,0.0,0.99265
2022-05-03 13:41:07,1.0,0.0,0.99265
2022-05-03 13:41:07,1.0,0.0,0.99265
2022-05-03 13:41:07,1.0,0.0,0.99265
2022-05-03 13:41:07,1.0,0.0,0.99265
2022-05-03 13:41:07,1.0,0.0,0.99265
2022-05-03 13:41:07,1.0,0.0,0.99265
2022-05-03 13:41:07,1.0,0.0,0.99265
2022-05-03 13:41:07,1.0,0.0,0.99265
2022-05-03 13:41:07,1.0,0.0,0.99265
2022-05-03 13:41:07,1.0,0.0,0.99265
2022-05-03 13:41:07,1.0,0.0,0.99265
2022-05-03 13:41:07,1.0,0.0,0.99265
2022-05-03 13:41:07,1.0,0.0,0.99265
2022-05-03 13:41:07,1.0,0.0,0.99265
2022-05-03 13:41:07,1.0,0.0,0.99265
2022-05-03 13:41:07,1.0,0.0,0.99265
2022-05-03 13:41:07,1.0,0.0,0.99265
2022-05-03 13:41:07,1.0,0.0,0.99265
2022-05-03 13:41:07,1.0,0.0,0.99265
2022-05-03 13:41:07,1.0,0.0,0.99265
2022-05-03 13:41:07,1.0,0.0,0.99265
2022-05-03 13:41:07,1.0,0.0,0.99265
2022-05-03 13:41:07,1.0,0.0,0.99265
2022-05-03 13:41:07,1.0,0.0,0.99265
2022-05-03 13:41:07,1.0,0.0,0.99265
2022-05-03 13:41:07,1.0,0.0,0.99265
2022-05-03 13:41:07,1.0,0.0,0.99265
2022-05-03 13:41:07,1.0,0.0,0.99265
2022-05-03 13:41:07,1.0,0.0,0.99265
2022-05-03 13:41:07,1.0,0.0,0.99265
2022-05-03 13:41:07,1.0,0.0,0.99265
2022-05-03 13:41:07,1.0,0.0,0.99265
2022-05-03 13:41:07,1.0,0.0,0.99265
2022-05-03 13:41:07,1.0,0.0,0.99265
2022-05-03 13:41:07,1.0,0.0,0.99265
2022-05-03 13:41:07,1.0,0.0,0.99265
2022-05-03 13:41:07,1.0,0.0,0.99265
2022-05-03 13:41:07,1.0,0.0,0.99265
2022-05-03 13:41:07,1.0,0.0,0.99265
2022-05-03 13:41:07,1.0,0.0,0.99265
2022-05-03 13:41:07,1.0,0.0,0.99265
2022-05-03 13:41:07,1.0,0.0,0.99265
2022-05-03 13:41:07,1.0,0.0,0.99265
