Timestamp,single_best_optimization_score,single_best_test_score,single_best_optimization_score_std,single_best_test_score_std
1,0.68125,0.638083976433491,0.13166930377105954,0.019252028543530513
2,0.68125,0.638083976433491,0.13166930377105954,0.019252028543530513
3,0.6875,0.6326705252676126,0.135856656995526,0.024759074103205297
4,0.6875,0.6326705252676126,0.135856656995526,0.024759074103205297
5,0.696875,0.6290401211517715,0.14411976898572937,0.020181956319199775
6,0.7,0.6275402456227698,0.14361557724626453,0.023810600261371866
7,0.715625,0.6305151024811219,0.11437907931401714,0.030717267056434825
8,0.7203125,0.638441830553481,0.1168024925488536,0.0360035150998154
9,0.734375,0.6473622520952619,0.10376223572427494,0.049665110870178164
10,0.74375,0.6631337648327941,0.1070213017477258,0.051204096870314374
11,0.75625,0.673342461206539,0.1070213017477258,0.038951657840970384
12,0.7734375,0.6806903991370012,0.12347430446391355,0.03387572576058552
13,0.7734375,0.6806903991370012,0.12347430446391355,0.03387572576058552
14,0.7796875,0.6882665338976018,0.1287342602636338,0.030114487221391865
15,0.7796875,0.6882665338976018,0.1287342602636338,0.030114487221391865
16,0.784375,0.6788254086797776,0.12887610127237195,0.036748981716338364
17,0.784375,0.6788254086797776,0.12887610127237195,0.036748981716338364
18,0.784375,0.6788254086797776,0.12887610127237195,0.036748981716338364
19,0.784375,0.6788254086797776,0.12887610127237195,0.036748981716338364
20,0.784375,0.6788254086797776,0.12887610127237195,0.036748981716338364
21,0.7859375,0.674184714961414,0.1278198644645507,0.030093214247154536
22,0.7859375,0.674184714961414,0.1278198644645507,0.030093214247154536
23,0.7859375,0.674184714961414,0.1278198644645507,0.030093214247154536
24,0.7859375,0.674184714961414,0.1278198644645507,0.030093214247154536
25,0.7859375,0.674184714961414,0.1278198644645507,0.030093214247154536
26,0.7859375,0.674184714961414,0.1278198644645507,0.030093214247154536
27,0.7859375,0.674184714961414,0.1278198644645507,0.030093214247154536
28,0.7859375,0.674184714961414,0.1278198644645507,0.030093214247154536
29,0.7859375,0.674184714961414,0.1278198644645507,0.030093214247154536
30,0.7859375,0.674184714961414,0.1278198644645507,0.030093214247154536
31,0.7859375,0.674184714961414,0.1278198644645507,0.030093214247154536
32,0.7859375,0.674184714961414,0.1278198644645507,0.030093214247154536
33,0.7859375,0.674184714961414,0.1278198644645507,0.030093214247154536
34,0.7859375,0.674184714961414,0.1278198644645507,0.030093214247154536
35,0.7859375,0.674184714961414,0.1278198644645507,0.030093214247154536
36,0.7859375,0.674184714961414,0.1278198644645507,0.030093214247154536
