Timestamp,single_best_optimization_score,single_best_test_score,single_best_optimization_score_std,single_best_test_score_std
1,0.49743999999999994,0.48874453737191076,0.05292584061159959,0.012833665386885554
2,0.53884,0.5286454566003617,0.0671640285999714,0.03704069303473528
3,0.55704,0.5518120855937311,0.05405882294110537,0.02515517862852167
4,0.56464,0.5591451928872815,0.0546590180015054,0.010761980293466459
5,0.56464,0.5591451928872815,0.0546590180015054,0.010761980293466459
6,0.56464,0.5591451928872815,0.0546590180015054,0.010761980293466459
7,0.56532,0.5593199969861362,0.054585650698899105,0.010809876090336833
8,0.5654399999999999,0.5594590114526824,0.05427864634355659,0.010769095667940242
9,0.5654399999999999,0.5594590114526824,0.05427864634355659,0.010769095667940242
10,0.5654399999999999,0.5594590114526824,0.05427864634355659,0.010769095667940242
11,0.56556,0.5595200421940929,0.054370280934430436,0.010774879819865562
12,0.56556,0.5595200421940929,0.054370280934430436,0.010774879819865562
13,0.56556,0.5595200421940929,0.054370280934430436,0.010774879819865562
14,0.56608,0.5596017932489452,0.05460188942599779,0.01073518906171729
15,0.5666,0.5596650843881857,0.054732647173936944,0.010739305837784294
16,0.56696,0.5595023357444243,0.053815183978749584,0.010792766815122621
17,0.56696,0.5595023357444243,0.053815183978749584,0.010792766815122621
18,0.56696,0.5595023357444243,0.053815183978749584,0.010792766815122621
19,0.5808399999999999,0.5778448990355636,0.0617543706415451,0.02458121315656665
20,0.61236,0.6046859930681133,0.09301671333690519,0.0508064980976467
21,0.64422,0.657250414406269,0.09143788976373222,0.05120933221741778
22,0.65188,0.6656440250150693,0.07802838924961153,0.04900512869038622
23,0.66888,0.6798357444243521,0.0646825871811297,0.04278371680854815
24,0.66888,0.6798357444243521,0.0646825871811297,0.04278371680854815
25,0.66888,0.6798357444243521,0.0646825871811297,0.04278371680854815
26,0.66888,0.6798357444243521,0.0646825871811297,0.04278371680854815
27,0.6689200000000001,0.6798655063291139,0.06463684824549472,0.042693457184675675
28,0.6689200000000001,0.6798655063291139,0.06463684824549472,0.042693457184675675
29,0.6689200000000001,0.6798655063291139,0.06463684824549472,0.042693457184675675
30,0.6759600000000001,0.6859704641350212,0.06024312357255208,0.02470012230900659
31,0.6759600000000001,0.6859704641350212,0.06024312357255208,0.02470012230900659
32,0.67608,0.6916033755274262,0.060235938478988164,0.012013600260267272
33,0.67608,0.6916033755274262,0.060235938478988164,0.012013600260267272
34,0.67608,0.6916033755274262,0.060235938478988164,0.012013600260267272
35,0.67608,0.6916033755274262,0.060235938478988164,0.012013600260267272
36,0.67608,0.6916033755274262,0.060235938478988164,0.012013600260267272
37,0.67608,0.6916033755274262,0.060235938478988164,0.012013600260267272
38,0.67608,0.6916033755274262,0.060235938478988164,0.012013600260267272
39,0.67608,0.6916033755274262,0.060235938478988164,0.012013600260267272
40,0.67608,0.6916033755274262,0.060235938478988164,0.012013600260267272
41,0.67608,0.6916033755274262,0.060235938478988164,0.012013600260267272
42,0.67608,0.6916033755274262,0.060235938478988164,0.012013600260267272
43,0.67608,0.6916033755274262,0.060235938478988164,0.012013600260267272
44,0.67608,0.6916033755274262,0.060235938478988164,0.012013600260267272
45,0.67608,0.6916033755274262,0.060235938478988164,0.012013600260267272
46,0.67608,0.6916033755274262,0.060235938478988164,0.012013600260267272
47,0.67608,0.6916033755274262,0.060235938478988164,0.012013600260267272
48,0.67608,0.6916033755274262,0.060235938478988164,0.012013600260267272
49,0.67608,0.6916033755274262,0.060235938478988164,0.012013600260267272
50,0.67608,0.6916033755274262,0.060235938478988164,0.012013600260267272
51,0.67608,0.6916033755274262,0.060235938478988164,0.012013600260267272
52,0.67608,0.6916033755274262,0.060235938478988164,0.012013600260267272
53,0.67608,0.6916033755274262,0.060235938478988164,0.012013600260267272
54,0.67608,0.6916033755274262,0.060235938478988164,0.012013600260267272
55,0.67608,0.6916033755274262,0.060235938478988164,0.012013600260267272
56,0.67608,0.6916033755274262,0.060235938478988164,0.012013600260267272
57,0.67608,0.6916033755274262,0.060235938478988164,0.012013600260267272
58,0.67608,0.6916033755274262,0.060235938478988164,0.012013600260267272
59,0.67608,0.6916033755274262,0.060235938478988164,0.012013600260267272
60,0.67608,0.6916033755274262,0.060235938478988164,0.012013600260267272
61,0.67608,0.6916033755274262,0.060235938478988164,0.012013600260267272
62,0.67608,0.6916033755274262,0.060235938478988164,0.012013600260267272
63,0.67608,0.6916033755274262,0.060235938478988164,0.012013600260267272
64,0.67608,0.6916033755274262,0.060235938478988164,0.012013600260267272
65,0.67608,0.6916033755274262,0.060235938478988164,0.012013600260267272
66,0.67608,0.6916033755274262,0.060235938478988164,0.012013600260267272
67,0.67608,0.6916033755274262,0.060235938478988164,0.012013600260267272
68,0.67608,0.6916033755274262,0.060235938478988164,0.012013600260267272
69,0.67608,0.6916033755274262,0.060235938478988164,0.012013600260267272
70,0.67608,0.6916033755274262,0.060235938478988164,0.012013600260267272
71,0.67608,0.6916033755274262,0.060235938478988164,0.012013600260267272
72,0.67608,0.6916033755274262,0.060235938478988164,0.012013600260267272
73,0.67608,0.6916033755274262,0.060235938478988164,0.012013600260267272
74,0.67608,0.6916033755274262,0.060235938478988164,0.012013600260267272
75,0.67608,0.6916033755274262,0.060235938478988164,0.012013600260267272
76,0.67608,0.6916033755274262,0.060235938478988164,0.012013600260267272
77,0.67608,0.6916033755274262,0.060235938478988164,0.012013600260267272
78,0.67608,0.6916033755274262,0.060235938478988164,0.012013600260267272
79,0.67608,0.6916033755274262,0.060235938478988164,0.012013600260267272
80,0.67608,0.6916033755274262,0.060235938478988164,0.012013600260267272
81,0.67608,0.6916033755274262,0.060235938478988164,0.012013600260267272
82,0.67608,0.6916033755274262,0.060235938478988164,0.012013600260267272
83,0.67608,0.6916033755274262,0.060235938478988164,0.012013600260267272
84,0.67608,0.6916033755274262,0.060235938478988164,0.012013600260267272
85,0.67608,0.6916033755274262,0.060235938478988164,0.012013600260267272
86,0.67608,0.6916033755274262,0.060235938478988164,0.012013600260267272
87,0.6806,0.6851292194092828,0.06295742829704673,0.01414254121619198
88,0.6806,0.6851292194092828,0.06295742829704673,0.01414254121619198
89,0.6806,0.6851292194092828,0.06295742829704673,0.01414254121619198
90,0.6806,0.6851292194092828,0.06295742829704673,0.01414254121619198
91,0.6806,0.6851292194092828,0.06295742829704673,0.01414254121619198
92,0.6806,0.6851292194092828,0.06295742829704673,0.01414254121619198
93,0.6806,0.6851292194092828,0.06295742829704673,0.01414254121619198
94,0.6806,0.6851292194092828,0.06295742829704673,0.01414254121619198
