mean_test_score,metric_roc_auc,metric_average_precision,mean_fit_time,params,rank_test_scores,status,budgets,param_classifier:__choice__,param_data_preprocessor:__choice__,param_feature_preprocessor:__choice__,param_classifier:IForestClassifier:bootstrap,param_classifier:IForestClassifier:contamination,param_classifier:IForestClassifier:max_features,param_classifier:IForestClassifier:max_samples,param_classifier:IForestClassifier:n_estimators,param_classifier:CBLOFClassifier:alpha,param_classifier:CBLOFClassifier:beta,param_classifier:CBLOFClassifier:contamination,param_classifier:CBLOFClassifier:n_clusters,param_classifier:CBLOFClassifier:use_weights,param_classifier:LOFClassifier:contamination,param_classifier:LOFClassifier:n_neighbors,param_classifier:LOFClassifier:p,param_classifier:COPODClassifier:contamination,param_classifier:KNNClassifier:contamination,param_classifier:KNNClassifier:method,param_classifier:KNNClassifier:n_neighbors,param_classifier:KNNClassifier:p
0.7252000000000001,0.7252000000000001,0.6403619666978588,0.8668510913848877,"{'classifier:__choice__': 'COPODClassifier', 'data_preprocessor:__choice__': 'NoPreprocessing', 'feature_preprocessor:__choice__': 'no_preprocessing', 'classifier:COPODClassifier:contamination': 0.43}",1,Success,0.0,COPODClassifier,NoPreprocessing,no_preprocessing,,,,,,,,,,,,,,0.43,,,,
0.7252000000000001,0.7252000000000001,0.6403619666978588,0.8824658393859863,"{'classifier:__choice__': 'COPODClassifier', 'data_preprocessor:__choice__': 'NoPreprocessing', 'feature_preprocessor:__choice__': 'no_preprocessing', 'classifier:COPODClassifier:contamination': 0.13}",1,Success,0.0,COPODClassifier,NoPreprocessing,no_preprocessing,,,,,,,,,,,,,,0.13,,,,
0.7252000000000001,0.7252000000000001,0.6403619666978588,0.8813037872314453,"{'classifier:__choice__': 'COPODClassifier', 'data_preprocessor:__choice__': 'NoPreprocessing', 'feature_preprocessor:__choice__': 'no_preprocessing', 'classifier:COPODClassifier:contamination': 0.02}",1,Success,0.0,COPODClassifier,NoPreprocessing,no_preprocessing,,,,,,,,,,,,,,0.02,,,,
0.7252000000000001,0.7252000000000001,0.6403619666978588,0.8716564178466797,"{'classifier:__choice__': 'COPODClassifier', 'data_preprocessor:__choice__': 'NoPreprocessing', 'feature_preprocessor:__choice__': 'no_preprocessing', 'classifier:COPODClassifier:contamination': 0.37}",1,Success,0.0,COPODClassifier,NoPreprocessing,no_preprocessing,,,,,,,,,,,,,,0.37,,,,
0.7252000000000001,0.7252000000000001,0.6403619666978588,0.8676769733428955,"{'classifier:__choice__': 'COPODClassifier', 'data_preprocessor:__choice__': 'NoPreprocessing', 'feature_preprocessor:__choice__': 'no_preprocessing', 'classifier:COPODClassifier:contamination': 0.31}",1,Success,0.0,COPODClassifier,NoPreprocessing,no_preprocessing,,,,,,,,,,,,,,0.31,,,,
0.7252000000000001,0.7252000000000001,0.6403619666978588,0.8627274036407471,"{'classifier:__choice__': 'COPODClassifier', 'data_preprocessor:__choice__': 'NoPreprocessing', 'feature_preprocessor:__choice__': 'no_preprocessing', 'classifier:COPODClassifier:contamination': 0.01}",1,Success,0.0,COPODClassifier,NoPreprocessing,no_preprocessing,,,,,,,,,,,,,,0.01,,,,
0.5,0.5,0.5,1.633312463760376,"{'classifier:__choice__': 'KNNClassifier', 'data_preprocessor:__choice__': 'NoPreprocessing', 'feature_preprocessor:__choice__': 'no_preprocessing', 'classifier:KNNClassifier:contamination': 0.12, 'classifier:KNNClassifier:method': 'largest', 'classifier:KNNClassifier:n_neighbors': 195, 'classifier:KNNClassifier:p': 1}",30,Success,0.0,KNNClassifier,NoPreprocessing,no_preprocessing,,,,,,,,,,,,,,,0.12,largest,195.0,1.0
0.6776,0.6776,0.6797635764520522,1.4367780685424805,"{'classifier:__choice__': 'KNNClassifier', 'data_preprocessor:__choice__': 'NoPreprocessing', 'feature_preprocessor:__choice__': 'no_preprocessing', 'classifier:KNNClassifier:contamination': 0.34, 'classifier:KNNClassifier:method': 'mean', 'classifier:KNNClassifier:n_neighbors': 19, 'classifier:KNNClassifier:p': 2}",27,Success,0.0,KNNClassifier,NoPreprocessing,no_preprocessing,,,,,,,,,,,,,,,0.34,mean,19.0,2.0
0.6584,0.6584,0.6727982435750728,1.2889602184295654,"{'classifier:__choice__': 'KNNClassifier', 'data_preprocessor:__choice__': 'NoPreprocessing', 'feature_preprocessor:__choice__': 'no_preprocessing', 'classifier:KNNClassifier:contamination': 0.1, 'classifier:KNNClassifier:method': 'largest', 'classifier:KNNClassifier:n_neighbors': 5, 'classifier:KNNClassifier:p': 2}",29,Success,0.0,KNNClassifier,NoPreprocessing,no_preprocessing,,,,,,,,,,,,,,,0.1,largest,5.0,2.0
0.5,0.5,0.5,1.4288349151611328,"{'classifier:__choice__': 'KNNClassifier', 'data_preprocessor:__choice__': 'NoPreprocessing', 'feature_preprocessor:__choice__': 'no_preprocessing', 'classifier:KNNClassifier:contamination': 0.12, 'classifier:KNNClassifier:method': 'largest', 'classifier:KNNClassifier:n_neighbors': 95, 'classifier:KNNClassifier:p': 1}",30,Success,0.0,KNNClassifier,NoPreprocessing,no_preprocessing,,,,,,,,,,,,,,,0.12,largest,95.0,1.0
0.5,0.5,0.5,1.7945995330810547,"{'classifier:__choice__': 'KNNClassifier', 'data_preprocessor:__choice__': 'NoPreprocessing', 'feature_preprocessor:__choice__': 'no_preprocessing', 'classifier:KNNClassifier:contamination': 0.02, 'classifier:KNNClassifier:method': 'mean', 'classifier:KNNClassifier:n_neighbors': 196, 'classifier:KNNClassifier:p': 1}",30,Success,0.0,KNNClassifier,NoPreprocessing,no_preprocessing,,,,,,,,,,,,,,,0.02,mean,196.0,1.0
0.5,0.5,0.5,1.8645331859588623,"{'classifier:__choice__': 'KNNClassifier', 'data_preprocessor:__choice__': 'NoPreprocessing', 'feature_preprocessor:__choice__': 'no_preprocessing', 'classifier:KNNClassifier:contamination': 0.04, 'classifier:KNNClassifier:method': 'median', 'classifier:KNNClassifier:n_neighbors': 119, 'classifier:KNNClassifier:p': 1}",30,Success,0.0,KNNClassifier,NoPreprocessing,no_preprocessing,,,,,,,,,,,,,,,0.04,median,119.0,1.0
0.5,0.5,0.5,1.4507687091827393,"{'classifier:__choice__': 'KNNClassifier', 'data_preprocessor:__choice__': 'NoPreprocessing', 'feature_preprocessor:__choice__': 'no_preprocessing', 'classifier:KNNClassifier:contamination': 0.23, 'classifier:KNNClassifier:method': 'mean', 'classifier:KNNClassifier:n_neighbors': 42, 'classifier:KNNClassifier:p': 1}",30,Success,0.0,KNNClassifier,NoPreprocessing,no_preprocessing,,,,,,,,,,,,,,,0.23,mean,42.0,1.0
0.5,0.5,0.5,1.5916757583618164,"{'classifier:__choice__': 'KNNClassifier', 'data_preprocessor:__choice__': 'NoPreprocessing', 'feature_preprocessor:__choice__': 'no_preprocessing', 'classifier:KNNClassifier:contamination': 0.01, 'classifier:KNNClassifier:method': 'mean', 'classifier:KNNClassifier:n_neighbors': 135, 'classifier:KNNClassifier:p': 1}",30,Success,0.0,KNNClassifier,NoPreprocessing,no_preprocessing,,,,,,,,,,,,,,,0.01,mean,135.0,1.0
0.6988000000000001,0.6988000000000001,0.687071385758201,1.649003028869629,"{'classifier:__choice__': 'KNNClassifier', 'data_preprocessor:__choice__': 'NoPreprocessing', 'feature_preprocessor:__choice__': 'no_preprocessing', 'classifier:KNNClassifier:contamination': 0.36000000000000004, 'classifier:KNNClassifier:method': 'mean', 'classifier:KNNClassifier:n_neighbors': 164, 'classifier:KNNClassifier:p': 2}",9,Success,0.0,KNNClassifier,NoPreprocessing,no_preprocessing,,,,,,,,,,,,,,,0.36000000000000004,mean,164.0,2.0
0.5,0.5,0.5,1.8647282123565674,"{'classifier:__choice__': 'KNNClassifier', 'data_preprocessor:__choice__': 'NoPreprocessing', 'feature_preprocessor:__choice__': 'no_preprocessing', 'classifier:KNNClassifier:contamination': 0.46, 'classifier:KNNClassifier:method': 'median', 'classifier:KNNClassifier:n_neighbors': 199, 'classifier:KNNClassifier:p': 1}",30,Success,0.0,KNNClassifier,NoPreprocessing,no_preprocessing,,,,,,,,,,,,,,,0.46,median,199.0,1.0
0.6936,0.6936,0.6848935305912072,1.6520941257476807,"{'classifier:__choice__': 'KNNClassifier', 'data_preprocessor:__choice__': 'NoPreprocessing', 'feature_preprocessor:__choice__': 'no_preprocessing', 'classifier:KNNClassifier:contamination': 0.32, 'classifier:KNNClassifier:method': 'mean', 'classifier:KNNClassifier:n_neighbors': 113, 'classifier:KNNClassifier:p': 2}",16,Success,0.0,KNNClassifier,NoPreprocessing,no_preprocessing,,,,,,,,,,,,,,,0.32,mean,113.0,2.0
0.6968,0.6968,0.6959273255047991,1.7831604480743408,"{'classifier:__choice__': 'KNNClassifier', 'data_preprocessor:__choice__': 'NoPreprocessing', 'feature_preprocessor:__choice__': 'no_preprocessing', 'classifier:KNNClassifier:contamination': 0.44, 'classifier:KNNClassifier:method': 'median', 'classifier:KNNClassifier:n_neighbors': 150, 'classifier:KNNClassifier:p': 2}",13,Success,0.0,KNNClassifier,NoPreprocessing,no_preprocessing,,,,,,,,,,,,,,,0.44,median,150.0,2.0
0.6991999999999999,0.6991999999999999,0.6911695932756504,1.763563871383667,"{'classifier:__choice__': 'KNNClassifier', 'data_preprocessor:__choice__': 'NoPreprocessing', 'feature_preprocessor:__choice__': 'no_preprocessing', 'classifier:KNNClassifier:contamination': 0.11, 'classifier:KNNClassifier:method': 'median', 'classifier:KNNClassifier:n_neighbors': 97, 'classifier:KNNClassifier:p': 2}",8,Success,0.0,KNNClassifier,NoPreprocessing,no_preprocessing,,,,,,,,,,,,,,,0.11,median,97.0,2.0
0.6904,0.6904,0.6849691754489613,1.5294487476348877,"{'classifier:__choice__': 'KNNClassifier', 'data_preprocessor:__choice__': 'NoPreprocessing', 'feature_preprocessor:__choice__': 'no_preprocessing', 'classifier:KNNClassifier:contamination': 0.5, 'classifier:KNNClassifier:method': 'mean', 'classifier:KNNClassifier:n_neighbors': 76, 'classifier:KNNClassifier:p': 2}",18,Success,0.0,KNNClassifier,NoPreprocessing,no_preprocessing,,,,,,,,,,,,,,,0.5,mean,76.0,2.0
0.6968,0.6968,0.6873189364546924,1.6483139991760254,"{'classifier:__choice__': 'KNNClassifier', 'data_preprocessor:__choice__': 'NoPreprocessing', 'feature_preprocessor:__choice__': 'no_preprocessing', 'classifier:KNNClassifier:contamination': 0.25, 'classifier:KNNClassifier:method': 'median', 'classifier:KNNClassifier:n_neighbors': 77, 'classifier:KNNClassifier:p': 2}",13,Success,0.0,KNNClassifier,NoPreprocessing,no_preprocessing,,,,,,,,,,,,,,,0.25,median,77.0,2.0
0.7008,0.7008,0.6719564901367111,1.5949187278747559,"{'classifier:__choice__': 'KNNClassifier', 'data_preprocessor:__choice__': 'NoPreprocessing', 'feature_preprocessor:__choice__': 'no_preprocessing', 'classifier:KNNClassifier:contamination': 0.39, 'classifier:KNNClassifier:method': 'largest', 'classifier:KNNClassifier:n_neighbors': 175, 'classifier:KNNClassifier:p': 2}",1,Success,0.0,KNNClassifier,NoPreprocessing,no_preprocessing,,,,,,,,,,,,,,,0.39,largest,175.0,2.0
0.6880000000000001,0.6880000000000001,0.6840846781165317,1.457277536392212,"{'classifier:__choice__': 'KNNClassifier', 'data_preprocessor:__choice__': 'NoPreprocessing', 'feature_preprocessor:__choice__': 'no_preprocessing', 'classifier:KNNClassifier:contamination': 0.3, 'classifier:KNNClassifier:method': 'mean', 'classifier:KNNClassifier:n_neighbors': 47, 'classifier:KNNClassifier:p': 2}",23,Success,0.0,KNNClassifier,NoPreprocessing,no_preprocessing,,,,,,,,,,,,,,,0.3,mean,47.0,2.0
0.6788000000000001,0.6788000000000001,0.678397877102823,1.2492451667785645,"{'classifier:__choice__': 'KNNClassifier', 'data_preprocessor:__choice__': 'NoPreprocessing', 'feature_preprocessor:__choice__': 'no_preprocessing', 'classifier:KNNClassifier:contamination': 0.44, 'classifier:KNNClassifier:method': 'largest', 'classifier:KNNClassifier:n_neighbors': 9, 'classifier:KNNClassifier:p': 2}",25,Success,0.0,KNNClassifier,NoPreprocessing,no_preprocessing,,,,,,,,,,,,,,,0.44,largest,9.0,2.0
0.7000000000000001,0.7000000000000001,0.6824350274001768,1.5259249210357666,"{'classifier:__choice__': 'KNNClassifier', 'data_preprocessor:__choice__': 'NoPreprocessing', 'feature_preprocessor:__choice__': 'no_preprocessing', 'classifier:KNNClassifier:contamination': 0.28, 'classifier:KNNClassifier:method': 'largest', 'classifier:KNNClassifier:n_neighbors': 160, 'classifier:KNNClassifier:p': 2}",3,Success,0.0,KNNClassifier,NoPreprocessing,no_preprocessing,,,,,,,,,,,,,,,0.28,largest,160.0,2.0
0.5,0.5,0.5,1.39495849609375,"{'classifier:__choice__': 'KNNClassifier', 'data_preprocessor:__choice__': 'NoPreprocessing', 'feature_preprocessor:__choice__': 'no_preprocessing', 'classifier:KNNClassifier:contamination': 0.18000000000000002, 'classifier:KNNClassifier:method': 'largest', 'classifier:KNNClassifier:n_neighbors': 60, 'classifier:KNNClassifier:p': 1}",30,Success,0.0,KNNClassifier,NoPreprocessing,no_preprocessing,,,,,,,,,,,,,,,0.18000000000000002,largest,60.0,1.0
0.5,0.5,0.5,1.9892034530639648,"{'classifier:__choice__': 'KNNClassifier', 'data_preprocessor:__choice__': 'NoPreprocessing', 'feature_preprocessor:__choice__': 'no_preprocessing', 'classifier:KNNClassifier:contamination': 0.5, 'classifier:KNNClassifier:method': 'median', 'classifier:KNNClassifier:n_neighbors': 163, 'classifier:KNNClassifier:p': 1}",30,Success,0.0,KNNClassifier,NoPreprocessing,no_preprocessing,,,,,,,,,,,,,,,0.5,median,163.0,1.0
0.7000000000000001,0.7000000000000001,0.6907482976053304,1.803318977355957,"{'classifier:__choice__': 'KNNClassifier', 'data_preprocessor:__choice__': 'NoPreprocessing', 'feature_preprocessor:__choice__': 'no_preprocessing', 'classifier:KNNClassifier:contamination': 0.09999999999999999, 'classifier:KNNClassifier:method': 'median', 'classifier:KNNClassifier:n_neighbors': 107, 'classifier:KNNClassifier:p': 2}",3,Success,0.0,KNNClassifier,NoPreprocessing,no_preprocessing,,,,,,,,,,,,,,,0.09999999999999999,median,107.0,2.0
0.6776,0.6776,0.6807176180975468,1.3914999961853027,"{'classifier:__choice__': 'KNNClassifier', 'data_preprocessor:__choice__': 'NoPreprocessing', 'feature_preprocessor:__choice__': 'no_preprocessing', 'classifier:KNNClassifier:contamination': 0.22, 'classifier:KNNClassifier:method': 'mean', 'classifier:KNNClassifier:n_neighbors': 18, 'classifier:KNNClassifier:p': 2}",27,Success,0.0,KNNClassifier,NoPreprocessing,no_preprocessing,,,,,,,,,,,,,,,0.22,mean,18.0,2.0
0.5,0.5,0.5,1.777862310409546,"{'classifier:__choice__': 'KNNClassifier', 'data_preprocessor:__choice__': 'NoPreprocessing', 'feature_preprocessor:__choice__': 'no_preprocessing', 'classifier:KNNClassifier:contamination': 0.17, 'classifier:KNNClassifier:method': 'median', 'classifier:KNNClassifier:n_neighbors': 115, 'classifier:KNNClassifier:p': 1}",30,Success,0.0,KNNClassifier,NoPreprocessing,no_preprocessing,,,,,,,,,,,,,,,0.17,median,115.0,1.0
0.6892,0.6892,0.6955377384045245,1.5597519874572754,"{'classifier:__choice__': 'KNNClassifier', 'data_preprocessor:__choice__': 'NoPreprocessing', 'feature_preprocessor:__choice__': 'no_preprocessing', 'classifier:KNNClassifier:contamination': 0.36000000000000004, 'classifier:KNNClassifier:method': 'median', 'classifier:KNNClassifier:n_neighbors': 24, 'classifier:KNNClassifier:p': 2}",20,Success,0.0,KNNClassifier,NoPreprocessing,no_preprocessing,,,,,,,,,,,,,,,0.36000000000000004,median,24.0,2.0
0.5,0.5,0.5,1.5273888111114502,"{'classifier:__choice__': 'KNNClassifier', 'data_preprocessor:__choice__': 'NoPreprocessing', 'feature_preprocessor:__choice__': 'no_preprocessing', 'classifier:KNNClassifier:contamination': 0.19, 'classifier:KNNClassifier:method': 'mean', 'classifier:KNNClassifier:n_neighbors': 28, 'classifier:KNNClassifier:p': 1}",30,Success,0.0,KNNClassifier,NoPreprocessing,no_preprocessing,,,,,,,,,,,,,,,0.19,mean,28.0,1.0
0.6971999999999999,0.6971999999999999,0.6885426614748132,1.701240062713623,"{'classifier:__choice__': 'KNNClassifier', 'data_preprocessor:__choice__': 'NoPreprocessing', 'feature_preprocessor:__choice__': 'no_preprocessing', 'classifier:KNNClassifier:contamination': 0.09, 'classifier:KNNClassifier:method': 'median', 'classifier:KNNClassifier:n_neighbors': 86, 'classifier:KNNClassifier:p': 2}",12,Success,0.0,KNNClassifier,NoPreprocessing,no_preprocessing,,,,,,,,,,,,,,,0.09,median,86.0,2.0
0.5,0.5,0.5,1.3687989711761475,"{'classifier:__choice__': 'KNNClassifier', 'data_preprocessor:__choice__': 'NoPreprocessing', 'feature_preprocessor:__choice__': 'no_preprocessing', 'classifier:KNNClassifier:contamination': 0.24000000000000002, 'classifier:KNNClassifier:method': 'largest', 'classifier:KNNClassifier:n_neighbors': 10, 'classifier:KNNClassifier:p': 1}",30,Success,0.0,KNNClassifier,NoPreprocessing,no_preprocessing,,,,,,,,,,,,,,,0.24000000000000002,largest,10.0,1.0
0.5,0.5,0.5,1.778031349182129,"{'classifier:__choice__': 'KNNClassifier', 'data_preprocessor:__choice__': 'NoPreprocessing', 'feature_preprocessor:__choice__': 'no_preprocessing', 'classifier:KNNClassifier:contamination': 0.43, 'classifier:KNNClassifier:method': 'median', 'classifier:KNNClassifier:n_neighbors': 83, 'classifier:KNNClassifier:p': 1}",30,Success,0.0,KNNClassifier,NoPreprocessing,no_preprocessing,,,,,,,,,,,,,,,0.43,median,83.0,1.0
0.5,0.5,0.5,1.55108642578125,"{'classifier:__choice__': 'KNNClassifier', 'data_preprocessor:__choice__': 'NoPreprocessing', 'feature_preprocessor:__choice__': 'no_preprocessing', 'classifier:KNNClassifier:contamination': 0.46, 'classifier:KNNClassifier:method': 'largest', 'classifier:KNNClassifier:n_neighbors': 181, 'classifier:KNNClassifier:p': 1}",30,Success,0.0,KNNClassifier,NoPreprocessing,no_preprocessing,,,,,,,,,,,,,,,0.46,largest,181.0,1.0
0.5,0.5,0.5,1.7632453441619873,"{'classifier:__choice__': 'KNNClassifier', 'data_preprocessor:__choice__': 'NoPreprocessing', 'feature_preprocessor:__choice__': 'no_preprocessing', 'classifier:KNNClassifier:contamination': 0.32, 'classifier:KNNClassifier:method': 'mean', 'classifier:KNNClassifier:n_neighbors': 189, 'classifier:KNNClassifier:p': 1}",30,Success,0.0,KNNClassifier,NoPreprocessing,no_preprocessing,,,,,,,,,,,,,,,0.32,mean,189.0,1.0
0.5,0.5,0.5,1.5871989727020264,"{'classifier:__choice__': 'KNNClassifier', 'data_preprocessor:__choice__': 'NoPreprocessing', 'feature_preprocessor:__choice__': 'no_preprocessing', 'classifier:KNNClassifier:contamination': 0.46, 'classifier:KNNClassifier:method': 'mean', 'classifier:KNNClassifier:n_neighbors': 82, 'classifier:KNNClassifier:p': 1}",30,Success,0.0,KNNClassifier,NoPreprocessing,no_preprocessing,,,,,,,,,,,,,,,0.46,mean,82.0,1.0
0.5,0.5,0.5,1.7057502269744873,"{'classifier:__choice__': 'KNNClassifier', 'data_preprocessor:__choice__': 'NoPreprocessing', 'feature_preprocessor:__choice__': 'no_preprocessing', 'classifier:KNNClassifier:contamination': 0.13, 'classifier:KNNClassifier:method': 'median', 'classifier:KNNClassifier:n_neighbors': 95, 'classifier:KNNClassifier:p': 1}",30,Success,0.0,KNNClassifier,NoPreprocessing,no_preprocessing,,,,,,,,,,,,,,,0.13,median,95.0,1.0
0.6836,0.6836,0.6856450542571614,1.3901922702789307,"{'classifier:__choice__': 'KNNClassifier', 'data_preprocessor:__choice__': 'NoPreprocessing', 'feature_preprocessor:__choice__': 'no_preprocessing', 'classifier:KNNClassifier:contamination': 0.16, 'classifier:KNNClassifier:method': 'largest', 'classifier:KNNClassifier:n_neighbors': 8, 'classifier:KNNClassifier:p': 2}",24,Success,0.0,KNNClassifier,NoPreprocessing,no_preprocessing,,,,,,,,,,,,,,,0.16,largest,8.0,2.0
0.5,0.5,0.5,1.4294636249542236,"{'classifier:__choice__': 'KNNClassifier', 'data_preprocessor:__choice__': 'NoPreprocessing', 'feature_preprocessor:__choice__': 'no_preprocessing', 'classifier:KNNClassifier:contamination': 0.24000000000000002, 'classifier:KNNClassifier:method': 'largest', 'classifier:KNNClassifier:n_neighbors': 91, 'classifier:KNNClassifier:p': 1}",30,Success,0.0,KNNClassifier,NoPreprocessing,no_preprocessing,,,,,,,,,,,,,,,0.24000000000000002,largest,91.0,1.0
0.5,0.5,0.5,1.71036696434021,"{'classifier:__choice__': 'KNNClassifier', 'data_preprocessor:__choice__': 'NoPreprocessing', 'feature_preprocessor:__choice__': 'no_preprocessing', 'classifier:KNNClassifier:contamination': 0.13, 'classifier:KNNClassifier:method': 'largest', 'classifier:KNNClassifier:n_neighbors': 195, 'classifier:KNNClassifier:p': 1}",30,Success,0.0,KNNClassifier,NoPreprocessing,no_preprocessing,,,,,,,,,,,,,,,0.13,largest,195.0,1.0
0.5,0.5,0.5,1.6270020008087158,"{'classifier:__choice__': 'KNNClassifier', 'data_preprocessor:__choice__': 'NoPreprocessing', 'feature_preprocessor:__choice__': 'no_preprocessing', 'classifier:KNNClassifier:contamination': 0.01, 'classifier:KNNClassifier:method': 'median', 'classifier:KNNClassifier:n_neighbors': 22, 'classifier:KNNClassifier:p': 1}",30,Success,0.0,KNNClassifier,NoPreprocessing,no_preprocessing,,,,,,,,,,,,,,,0.01,median,22.0,1.0
0.7008,0.7008,0.6828584721091804,1.6489694118499756,"{'classifier:__choice__': 'KNNClassifier', 'data_preprocessor:__choice__': 'NoPreprocessing', 'feature_preprocessor:__choice__': 'no_preprocessing', 'classifier:KNNClassifier:contamination': 0.15000000000000002, 'classifier:KNNClassifier:method': 'largest', 'classifier:KNNClassifier:n_neighbors': 139, 'classifier:KNNClassifier:p': 2}",1,Success,0.0,KNNClassifier,NoPreprocessing,no_preprocessing,,,,,,,,,,,,,,,0.15000000000000002,largest,139.0,2.0
0.5,0.5,0.5,1.9070022106170654,"{'classifier:__choice__': 'KNNClassifier', 'data_preprocessor:__choice__': 'NoPreprocessing', 'feature_preprocessor:__choice__': 'no_preprocessing', 'classifier:KNNClassifier:contamination': 0.11, 'classifier:KNNClassifier:method': 'median', 'classifier:KNNClassifier:n_neighbors': 134, 'classifier:KNNClassifier:p': 1}",30,Success,0.0,KNNClassifier,NoPreprocessing,no_preprocessing,,,,,,,,,,,,,,,0.11,median,134.0,1.0
0.6888,0.6888,0.6848312276128052,1.4549407958984375,"{'classifier:__choice__': 'KNNClassifier', 'data_preprocessor:__choice__': 'NoPreprocessing', 'feature_preprocessor:__choice__': 'no_preprocessing', 'classifier:KNNClassifier:contamination': 0.31, 'classifier:KNNClassifier:method': 'mean', 'classifier:KNNClassifier:n_neighbors': 56, 'classifier:KNNClassifier:p': 2}",21,Success,0.0,KNNClassifier,NoPreprocessing,no_preprocessing,,,,,,,,,,,,,,,0.31,mean,56.0,2.0
0.5,0.5,0.5,1.4961116313934326,"{'classifier:__choice__': 'KNNClassifier', 'data_preprocessor:__choice__': 'NoPreprocessing', 'feature_preprocessor:__choice__': 'no_preprocessing', 'classifier:KNNClassifier:contamination': 0.39, 'classifier:KNNClassifier:method': 'mean', 'classifier:KNNClassifier:n_neighbors': 79, 'classifier:KNNClassifier:p': 1}",30,Success,0.0,KNNClassifier,NoPreprocessing,no_preprocessing,,,,,,,,,,,,,,,0.39,mean,79.0,1.0
0.5,0.5,0.5,1.6608455181121826,"{'classifier:__choice__': 'KNNClassifier', 'data_preprocessor:__choice__': 'NoPreprocessing', 'feature_preprocessor:__choice__': 'no_preprocessing', 'classifier:KNNClassifier:contamination': 0.44, 'classifier:KNNClassifier:method': 'mean', 'classifier:KNNClassifier:n_neighbors': 119, 'classifier:KNNClassifier:p': 1}",30,Success,0.0,KNNClassifier,NoPreprocessing,no_preprocessing,,,,,,,,,,,,,,,0.44,mean,119.0,1.0
0.6784,0.6784,0.6838155303090258,1.5335907936096191,"{'classifier:__choice__': 'KNNClassifier', 'data_preprocessor:__choice__': 'NoPreprocessing', 'feature_preprocessor:__choice__': 'no_preprocessing', 'classifier:KNNClassifier:contamination': 0.09999999999999999, 'classifier:KNNClassifier:method': 'median', 'classifier:KNNClassifier:n_neighbors': 14, 'classifier:KNNClassifier:p': 2}",26,Success,0.0,KNNClassifier,NoPreprocessing,no_preprocessing,,,,,,,,,,,,,,,0.09999999999999999,median,14.0,2.0
0.6996,0.6996,0.7025968923488022,1.8887155055999756,"{'classifier:__choice__': 'KNNClassifier', 'data_preprocessor:__choice__': 'NoPreprocessing', 'feature_preprocessor:__choice__': 'no_preprocessing', 'classifier:KNNClassifier:contamination': 0.29000000000000004, 'classifier:KNNClassifier:method': 'median', 'classifier:KNNClassifier:n_neighbors': 127, 'classifier:KNNClassifier:p': 2}",7,Success,0.0,KNNClassifier,NoPreprocessing,no_preprocessing,,,,,,,,,,,,,,,0.29000000000000004,median,127.0,2.0
0.6908000000000001,0.6908000000000001,0.6807643230736444,1.8044567108154297,"{'classifier:__choice__': 'KNNClassifier', 'data_preprocessor:__choice__': 'NoPreprocessing', 'feature_preprocessor:__choice__': 'no_preprocessing', 'classifier:KNNClassifier:contamination': 0.11, 'classifier:KNNClassifier:method': 'median', 'classifier:KNNClassifier:n_neighbors': 58, 'classifier:KNNClassifier:p': 2}",17,Success,0.0,KNNClassifier,NoPreprocessing,no_preprocessing,,,,,,,,,,,,,,,0.11,median,58.0,2.0
0.5,0.5,0.5,1.7746410369873047,"{'classifier:__choice__': 'KNNClassifier', 'data_preprocessor:__choice__': 'NoPreprocessing', 'feature_preprocessor:__choice__': 'no_preprocessing', 'classifier:KNNClassifier:contamination': 0.11, 'classifier:KNNClassifier:method': 'median', 'classifier:KNNClassifier:n_neighbors': 22, 'classifier:KNNClassifier:p': 1}",30,Success,0.0,KNNClassifier,NoPreprocessing,no_preprocessing,,,,,,,,,,,,,,,0.11,median,22.0,1.0
0.5,0.5,0.5,1.4887745380401611,"{'classifier:__choice__': 'KNNClassifier', 'data_preprocessor:__choice__': 'NoPreprocessing', 'feature_preprocessor:__choice__': 'no_preprocessing', 'classifier:KNNClassifier:contamination': 0.31, 'classifier:KNNClassifier:method': 'largest', 'classifier:KNNClassifier:n_neighbors': 109, 'classifier:KNNClassifier:p': 1}",30,Success,0.0,KNNClassifier,NoPreprocessing,no_preprocessing,,,,,,,,,,,,,,,0.31,largest,109.0,1.0
0.7,0.7,0.6909341018519697,1.337218999862671,"{'classifier:__choice__': 'KNNClassifier', 'data_preprocessor:__choice__': 'NoPreprocessing', 'feature_preprocessor:__choice__': 'no_preprocessing', 'classifier:KNNClassifier:contamination': 0.29000000000000004, 'classifier:KNNClassifier:method': 'largest', 'classifier:KNNClassifier:n_neighbors': 57, 'classifier:KNNClassifier:p': 2}",5,Success,0.0,KNNClassifier,NoPreprocessing,no_preprocessing,,,,,,,,,,,,,,,0.29000000000000004,largest,57.0,2.0
0.5,0.5,0.5,1.4605896472930908,"{'classifier:__choice__': 'KNNClassifier', 'data_preprocessor:__choice__': 'NoPreprocessing', 'feature_preprocessor:__choice__': 'no_preprocessing', 'classifier:KNNClassifier:contamination': 0.13, 'classifier:KNNClassifier:method': 'largest', 'classifier:KNNClassifier:n_neighbors': 97, 'classifier:KNNClassifier:p': 1}",30,Success,0.0,KNNClassifier,NoPreprocessing,no_preprocessing,,,,,,,,,,,,,,,0.13,largest,97.0,1.0
