mean_test_score,metric_roc_auc,metric_average_precision,mean_fit_time,params,rank_test_scores,status,budgets,param_classifier:__choice__,param_data_preprocessor:__choice__,param_feature_preprocessor:__choice__,param_classifier:KNNClassifier:contamination,param_classifier:KNNClassifier:method,param_classifier:KNNClassifier:n_neighbors,param_classifier:KNNClassifier:p,param_classifier:COPODClassifier:contamination,param_classifier:IForestClassifier:bootstrap,param_classifier:IForestClassifier:contamination,param_classifier:IForestClassifier:max_features,param_classifier:IForestClassifier:max_samples,param_classifier:IForestClassifier:n_estimators,param_classifier:LOFClassifier:contamination,param_classifier:LOFClassifier:n_neighbors,param_classifier:LOFClassifier:p,param_classifier:CBLOFClassifier:alpha,param_classifier:CBLOFClassifier:beta,param_classifier:CBLOFClassifier:contamination,param_classifier:CBLOFClassifier:n_clusters,param_classifier:CBLOFClassifier:use_weights
0.6244999999999999,0.6244999999999999,0.6191956064769413,1.0220980644226074,"{'classifier:__choice__': 'KNNClassifier', 'data_preprocessor:__choice__': 'NoPreprocessing', 'feature_preprocessor:__choice__': 'no_preprocessing', 'classifier:KNNClassifier:contamination': 0.12, 'classifier:KNNClassifier:method': 'largest', 'classifier:KNNClassifier:n_neighbors': 98, 'classifier:KNNClassifier:p': 1}",48,Success,0.0,KNNClassifier,NoPreprocessing,no_preprocessing,0.12,largest,98.0,1.0,,,,,,,,,,,,,,
0.5787,0.5787,0.6580737171822799,0.9032280445098877,"{'classifier:__choice__': 'KNNClassifier', 'data_preprocessor:__choice__': 'NoPreprocessing', 'feature_preprocessor:__choice__': 'no_preprocessing', 'classifier:KNNClassifier:contamination': 0.34, 'classifier:KNNClassifier:method': 'mean', 'classifier:KNNClassifier:n_neighbors': 10, 'classifier:KNNClassifier:p': 2}",101,Success,0.0,KNNClassifier,NoPreprocessing,no_preprocessing,0.34,mean,10.0,2.0,,,,,,,,,,,,,,
0.64595,0.64595,0.6498710465733966,0.9060900211334229,"{'classifier:__choice__': 'KNNClassifier', 'data_preprocessor:__choice__': 'NoPreprocessing', 'feature_preprocessor:__choice__': 'no_preprocessing', 'classifier:KNNClassifier:contamination': 0.12, 'classifier:KNNClassifier:method': 'largest', 'classifier:KNNClassifier:n_neighbors': 48, 'classifier:KNNClassifier:p': 1}",25,Success,0.0,KNNClassifier,NoPreprocessing,no_preprocessing,0.12,largest,48.0,1.0,,,,,,,,,,,,,,
0.5818,0.5818,0.660603552372969,0.8516247272491455,"{'classifier:__choice__': 'KNNClassifier', 'data_preprocessor:__choice__': 'NoPreprocessing', 'feature_preprocessor:__choice__': 'no_preprocessing', 'classifier:KNNClassifier:contamination': 0.1, 'classifier:KNNClassifier:method': 'largest', 'classifier:KNNClassifier:n_neighbors': 5, 'classifier:KNNClassifier:p': 2}",94,Success,0.0,KNNClassifier,NoPreprocessing,no_preprocessing,0.1,largest,5.0,2.0,,,,,,,,,,,,,,
0.6407,0.6407,0.6443167398776799,0.9952406883239746,"{'classifier:__choice__': 'KNNClassifier', 'data_preprocessor:__choice__': 'NoPreprocessing', 'feature_preprocessor:__choice__': 'no_preprocessing', 'classifier:KNNClassifier:contamination': 0.02, 'classifier:KNNClassifier:method': 'mean', 'classifier:KNNClassifier:n_neighbors': 98, 'classifier:KNNClassifier:p': 1}",42,Success,0.0,KNNClassifier,NoPreprocessing,no_preprocessing,0.02,mean,98.0,1.0,,,,,,,,,,,,,,
0.6578,0.6578,0.6594761809195854,1.112436294555664,"{'classifier:__choice__': 'KNNClassifier', 'data_preprocessor:__choice__': 'NoPreprocessing', 'feature_preprocessor:__choice__': 'no_preprocessing', 'classifier:KNNClassifier:contamination': 0.04, 'classifier:KNNClassifier:method': 'median', 'classifier:KNNClassifier:n_neighbors': 60, 'classifier:KNNClassifier:p': 1}",1,Success,0.0,KNNClassifier,NoPreprocessing,no_preprocessing,0.04,median,60.0,1.0,,,,,,,,,,,,,,
0.61375,0.61375,0.667979610453773,0.9320845603942871,"{'classifier:__choice__': 'KNNClassifier', 'data_preprocessor:__choice__': 'NoPreprocessing', 'feature_preprocessor:__choice__': 'no_preprocessing', 'classifier:KNNClassifier:contamination': 0.23, 'classifier:KNNClassifier:method': 'mean', 'classifier:KNNClassifier:n_neighbors': 21, 'classifier:KNNClassifier:p': 1}",55,Success,0.0,KNNClassifier,NoPreprocessing,no_preprocessing,0.23,mean,21.0,1.0,,,,,,,,,,,,,,
0.652,0.652,0.6618560036718868,0.9735214710235596,"{'classifier:__choice__': 'KNNClassifier', 'data_preprocessor:__choice__': 'NoPreprocessing', 'feature_preprocessor:__choice__': 'no_preprocessing', 'classifier:KNNClassifier:contamination': 0.01, 'classifier:KNNClassifier:method': 'mean', 'classifier:KNNClassifier:n_neighbors': 68, 'classifier:KNNClassifier:p': 1}",12,Success,0.0,KNNClassifier,NoPreprocessing,no_preprocessing,0.01,mean,68.0,1.0,,,,,,,,,,,,,,
0.6042000000000001,0.6042000000000001,0.6884428240121807,1.006166934967041,"{'classifier:__choice__': 'KNNClassifier', 'data_preprocessor:__choice__': 'NoPreprocessing', 'feature_preprocessor:__choice__': 'no_preprocessing', 'classifier:KNNClassifier:contamination': 0.36000000000000004, 'classifier:KNNClassifier:method': 'mean', 'classifier:KNNClassifier:n_neighbors': 82, 'classifier:KNNClassifier:p': 2}",58,Success,0.0,KNNClassifier,NoPreprocessing,no_preprocessing,0.36000000000000004,mean,82.0,2.0,,,,,,,,,,,,,,
0.6411,0.6411,0.6453445314218815,1.09889817237854,"{'classifier:__choice__': 'KNNClassifier', 'data_preprocessor:__choice__': 'NoPreprocessing', 'feature_preprocessor:__choice__': 'no_preprocessing', 'classifier:KNNClassifier:contamination': 0.46, 'classifier:KNNClassifier:method': 'median', 'classifier:KNNClassifier:n_neighbors': 100, 'classifier:KNNClassifier:p': 1}",40,Success,0.0,KNNClassifier,NoPreprocessing,no_preprocessing,0.46,median,100.0,1.0,,,,,,,,,,,,,,
